sim_id,customer_id,device_type,apn,plan_id,status,city
10874,9039,Gateway,apn-iot,12,active,Istanbul
10875,9045,Camera,apn-video,15,active,Izmir
10876,9054,Gateway,apn-data,12,blocked,Kayseri
10877,9001,ATM,apn-iot,11,active,Diyarbakir
10878,9072,SmartMeter,apn-iot,11,active,Urfa
10879,9031,Camera,apn-video,15,active,Erzurum
10880,9025,Tracker,apn-video,15,active,Eskisehir
10881,9016,POS,apn-video,14,active,Elazığ
10882,9068,Camera,apn-video,15,active,Gaziantep
10883,9013,SmartMeter,apn-iot,11,active,Kayseri
10884,9080,POS,apn-iot,13,active,Ankara
10885,9047,Tracker,apn-video,15,inactive,Istanbul
10886,9098,ATM,apn-data,12,active,Kayseri
10887,9070,ATM,apn-iot,13,inactive,Ankara
10888,9065,Gateway,apn-video,15,active,Van
10889,9029,Gateway,apn-data,13,active,Urfa
10890,9060,POS,apn-m2m,11,active,Kahramanmaras
10891,9099,Camera,apn-video,14,active,Manisa
10892,9081,SmartMeter,apn-iot,13,active,Van
10893,9085,SmartMeter,apn-iot,13,blocked,Bursa
10894,9027,Tracker,apn-data,12,inactive,Adana
10895,9036,Tracker,apn-m2m,13,active,Adana
10896,9007,Tracker,apn-data,12,active,Istanbul
10897,9025,Tracker,apn-video,14,active,Sivas
10898,9015,Sensor,apn-m2m,13,active,Antalya
10899,9020,ATM,apn-m2m,13,inactive,Malatya
10900,9088,Gateway,apn-data,13,active,Bursa
10901,9061,Tracker,apn-video,14,active,Van
10902,9064,POS,apn-video,15,active,Bursa
10903,9023,Camera,apn-video,15,active,Batman
10904,9021,Sensor,apn-m2m,11,active,Eskisehir
10905,9086,Gateway,apn-data,12,inactive,Sivas
10906,9006,Camera,apn-video,14,active,Elazığ
10907,9007,Tracker,apn-iot,12,active,Konya
10908,9083,POS,apn-iot,12,active,Ankara
10909,9047,Camera,apn-video,14,active,Ankara
10910,9037,ATM,apn-iot,12,active,Ankara
10911,9027,Gateway,apn-data,12,blocked,Antalya
10912,9056,SmartMeter,apn-iot,11,active,Ankara
10913,9033,Gateway,apn-data,13,blocked,Izmir
10914,9043,Camera,apn-video,14,inactive,Adana
10915,9079,Tracker,apn-m2m,11,active,Konya
10916,9098,Tracker,apn-m2m,13,active,Konya
10917,9059,Tracker,apn-iot,11,active,Kahramanmaras
10918,9006,Camera,apn-video,15,active,Sivas
10919,9014,Tracker,apn-data,12,active,Diyarbakir
10920,9095,ATM,apn-iot,12,active,Malatya
10921,9007,POS,apn-iot,11,active,Kayseri
10922,9069,Camera,apn-video,15,active,Sivas
10923,9023,SmartMeter,apn-iot,12,active,Istanbul
10924,9021,Tracker,apn-data,13,active,Istanbul
10925,9004,Camera,apn-video,15,inactive,Van
10926,9063,ATM,apn-iot,11,active,Trabzon
10927,9066,Camera,apn-video,15,active,Manisa
10928,9015,Tracker,apn-data,12,active,Konya
10929,9010,Camera,apn-video,14,active,Adana
10930,9031,Gateway,apn-iot,11,active,Konya
10931,9093,POS,apn-data,11,active,Sivas
10932,9057,Camera,apn-video,14,active,Van
10933,9076,Sensor,apn-m2m,13,active,Kayseri
10934,9075,Camera,apn-video,14,active,Mersin
10935,9042,Camera,apn-video,14,blocked,Kayseri
10936,9054,SmartMeter,apn-iot,12,active,Van
10937,9026,Sensor,apn-m2m,11,active,Diyarbakir
10938,9096,Camera,apn-video,15,inactive,Van
10939,9087,Camera,apn-video,15,active,Manisa
10940,9042,SmartMeter,apn-iot,13,active,Mersin
10941,9030,Gateway,apn-video,15,active,Diyarbakir
10942,9100,SmartMeter,apn-iot,13,active,Elazığ
10943,9015,Camera,apn-video,14,inactive,Diyarbakir
10944,9042,POS,apn-video,15,active,Van
10945,9030,Tracker,apn-m2m,11,active,Diyarbakir
10946,9013,Sensor,apn-iot,11,active,Malatya
10947,9031,Camera,apn-video,15,active,Mersin
10948,9095,Tracker,apn-video,14,active,Trabzon
10949,9053,Camera,apn-video,14,active,Ankara
10950,9026,Camera,apn-video,15,active,Malatya
10951,9049,POS,apn-iot,12,active,Ankara
10952,9029,Gateway,apn-data,11,active,Elazığ
10953,9010,Tracker,apn-data,12,inactive,Adana
10954,9061,POS,apn-m2m,13,inactive,Mersin
10955,9075,POS,apn-iot,12,active,Kahramanmaras
10956,9063,Camera,apn-video,14,active,Mersin
10957,9007,Sensor,apn-iot,11,active,Sivas
10958,9056,ATM,apn-m2m,11,inactive,Erzurum
10959,9019,ATM,apn-m2m,12,active,Manisa
10960,9028,SmartMeter,apn-iot,12,active,Kahramanmaras
10961,9079,POS,apn-data,11,active,Izmir
10962,9059,Gateway,apn-data,12,active,Kahramanmaras
10963,9023,Sensor,apn-iot,13,blocked,Erzurum
10964,9050,Camera,apn-video,14,active,Trabzon
10965,9048,Camera,apn-video,15,inactive,Adana
10966,9018,POS,apn-m2m,13,active,Batman
10967,9059,Sensor,apn-m2m,12,active,Malatya
10968,9093,Camera,apn-video,14,active,Batman
10969,9025,Tracker,apn-m2m,11,active,Izmir
10970,9081,Gateway,apn-iot,11,inactive,Adana
10971,9046,Tracker,apn-video,14,active,Eskisehir
10972,9035,POS,apn-m2m,12,active,Gaziantep
10973,9026,Sensor,apn-video,14,active,Batman
10974,9043,ATM,apn-m2m,11,active,Sivas
10975,9017,SmartMeter,apn-iot,11,active,Batman
10976,9005,Gateway,apn-iot,12,active,Trabzon
10977,9089,Camera,apn-video,15,active,Kahramanmaras
10978,9073,Tracker,apn-video,15,active,Manisa
10979,9008,Camera,apn-video,15,active,Bursa
10980,9036,SmartMeter,apn-iot,12,blocked,Erzurum
10981,9018,Camera,apn-video,14,active,Malatya
10982,9015,ATM,apn-video,15,active,Adana
10983,9060,Camera,apn-video,15,active,Mersin
10984,9059,SmartMeter,apn-iot,12,blocked,Erzurum
10985,9054,ATM,apn-data,13,inactive,Eskisehir
10986,9022,Tracker,apn-iot,13,active,Erzurum
10987,9098,ATM,apn-iot,11,active,Urfa
10988,9044,SmartMeter,apn-iot,11,active,Malatya
10989,9029,Tracker,apn-m2m,13,active,Sivas
10990,9038,SmartMeter,apn-iot,13,active,Mersin
10991,9078,Gateway,apn-iot,11,blocked,Antalya
10992,9021,Gateway,apn-iot,11,active,Batman
10993,9082,ATM,apn-data,11,active,Kayseri
10994,9079,Gateway,apn-data,11,active,Manisa
10995,9022,Sensor,apn-video,15,active,Elazığ
10996,9074,Gateway,apn-video,14,active,Sivas
10997,9071,Gateway,apn-m2m,12,blocked,Istanbul
10998,9030,ATM,apn-video,15,active,Batman
10999,9012,Tracker,apn-data,12,active,Ankara
11000,9053,Sensor,apn-m2m,13,active,Sivas
11001,9067,Tracker,apn-iot,12,active,Antalya
11002,9063,Camera,apn-video,14,active,Van
11003,9028,ATM,apn-m2m,13,active,Eskisehir
11004,9076,SmartMeter,apn-iot,11,active,Konya
11005,9061,ATM,apn-data,13,active,Izmir
11006,9060,ATM,apn-data,12,blocked,Ankara
11007,9036,ATM,apn-video,14,active,Erzurum
11008,9002,SmartMeter,apn-iot,11,active,Gaziantep
11009,9094,Tracker,apn-video,14,blocked,Urfa
11010,9055,POS,apn-video,14,active,Eskisehir
11011,9095,Camera,apn-video,14,active,Gaziantep
11012,9032,Sensor,apn-video,14,active,Elazığ
11013,9032,Tracker,apn-data,11,active,Mersin
11014,9042,ATM,apn-video,15,active,Batman
11015,9056,POS,apn-m2m,12,active,Bursa
11016,9075,ATM,apn-video,15,active,Batman
11017,9029,Sensor,apn-data,13,active,Sivas
11018,9076,Tracker,apn-data,12,active,Kahramanmaras
11019,9020,ATM,apn-video,15,active,Sivas
11020,9074,ATM,apn-iot,13,blocked,Van
11021,9001,Gateway,apn-iot,13,inactive,Istanbul
11022,9054,Tracker,apn-data,11,active,Antalya
11023,9006,Camera,apn-video,15,active,Gaziantep
11024,9006,Gateway,apn-data,12,active,Adana
11025,9061,Tracker,apn-video,15,active,Antalya
11026,9094,Gateway,apn-m2m,13,active,Van
11027,9099,Tracker,apn-m2m,11,active,Bursa
11028,9065,Sensor,apn-iot,11,active,Bursa
11029,9005,Gateway,apn-video,14,active,Trabzon
11030,9055,Tracker,apn-iot,11,active,Kayseri
11031,9068,Tracker,apn-video,14,active,Van
11032,9051,ATM,apn-iot,11,active,Mersin
11033,9062,Gateway,apn-iot,11,active,Manisa
11034,9090,Tracker,apn-data,11,active,Van
11035,9013,SmartMeter,apn-iot,11,active,Eskisehir
11036,9058,POS,apn-video,15,active,Elazığ
11037,9064,Sensor,apn-iot,13,active,Manisa
11038,9031,SmartMeter,apn-iot,11,active,Antalya
11039,9011,Gateway,apn-data,13,active,Gaziantep
11040,9072,ATM,apn-video,14,active,Eskisehir
11041,9097,Sensor,apn-data,13,active,Manisa
11042,9002,SmartMeter,apn-iot,11,active,Sivas
11043,9089,Sensor,apn-video,15,active,Erzurum
11044,9094,POS,apn-data,12,blocked,Elazığ
11045,9053,Gateway,apn-data,12,active,Urfa
11046,9028,ATM,apn-video,14,active,Mersin
11047,9017,ATM,apn-iot,13,active,Sivas
11048,9046,POS,apn-data,12,active,Antalya
11049,9038,POS,apn-data,12,blocked,Sivas
11050,9031,Tracker,apn-iot,12,active,Sivas
11051,9083,ATM,apn-iot,12,active,Bursa
11052,9012,POS,apn-video,15,active,Sivas
11053,9003,Gateway,apn-iot,13,active,Istanbul
11054,9062,Sensor,apn-m2m,12,inactive,Izmir
11055,9086,Gateway,apn-iot,12,inactive,Elazığ
11056,9040,ATM,apn-data,11,active,Adana
11057,9021,Tracker,apn-m2m,12,active,Kahramanmaras
11058,9091,SmartMeter,apn-iot,11,active,Bursa
11059,9059,Camera,apn-video,15,active,Bursa
11060,9074,SmartMeter,apn-iot,11,active,Konya
11061,9096,Sensor,apn-iot,11,inactive,Antalya
11062,9075,Sensor,apn-m2m,12,inactive,Malatya
11063,9004,Sensor,apn-m2m,12,blocked,Kayseri
11064,9059,SmartMeter,apn-iot,11,inactive,Erzurum
11065,9060,ATM,apn-data,11,active,Antalya
11066,9099,Tracker,apn-data,12,active,Sivas
11067,9018,ATM,apn-video,15,active,Diyarbakir
11068,9091,Tracker,apn-iot,11,active,Van
11069,9052,Gateway,apn-m2m,13,blocked,Gaziantep
11070,9024,Camera,apn-video,15,active,Van
11071,9048,SmartMeter,apn-iot,12,inactive,Diyarbakir
11072,9081,Sensor,apn-iot,12,active,Erzurum
11073,9060,Camera,apn-video,15,active,Adana
11074,9091,SmartMeter,apn-iot,11,active,Kahramanmaras
11075,9082,ATM,apn-m2m,13,inactive,Mersin
11076,9001,Tracker,apn-video,14,active,Elazığ
11077,9081,Tracker,apn-data,11,active,Mersin
11078,9010,Tracker,apn-m2m,13,active,Kahramanmaras
11079,9050,Gateway,apn-video,15,active,Kahramanmaras
11080,9089,Sensor,apn-iot,13,inactive,Eskisehir
11081,9043,POS,apn-data,11,active,Erzurum
11082,9068,SmartMeter,apn-iot,13,active,Van
11083,9005,ATM,apn-video,14,active,Kahramanmaras
11084,9038,Gateway,apn-m2m,12,inactive,Antalya
11085,9055,ATM,apn-iot,11,active,Batman
11086,9097,ATM,apn-data,13,active,Trabzon
11087,9035,POS,apn-video,14,active,Trabzon
11088,9090,Camera,apn-video,15,inactive,Mersin
11089,9079,Sensor,apn-iot,12,active,Gaziantep
11090,9070,POS,apn-data,11,active,Diyarbakir
11091,9074,Sensor,apn-iot,12,active,Kayseri
11092,9027,Camera,apn-video,14,active,Ankara
11093,9088,ATM,apn-m2m,13,active,Konya
11094,9011,Tracker,apn-m2m,12,active,Erzurum
11095,9080,SmartMeter,apn-iot,13,blocked,Konya
11096,9043,Camera,apn-video,15,active,Konya
11097,9095,Gateway,apn-video,15,active,Istanbul
11098,9008,Tracker,apn-m2m,13,active,Adana
11099,9066,SmartMeter,apn-iot,13,active,Manisa
11100,9087,Tracker,apn-m2m,11,inactive,Elazığ
11101,9047,POS,apn-data,13,active,Urfa
11102,9007,Sensor,apn-iot,13,active,Ankara
11103,9015,Tracker,apn-iot,13,active,Adana
11104,9050,POS,apn-data,12,inactive,Erzurum
11105,9047,ATM,apn-m2m,13,active,Erzurum
11106,9060,Camera,apn-video,15,active,Konya
11107,9080,SmartMeter,apn-iot,12,active,Bursa
11108,9006,Sensor,apn-m2m,13,active,Malatya
11109,9047,ATM,apn-iot,11,active,Trabzon
11110,9047,SmartMeter,apn-iot,11,active,Batman
11111,9023,Sensor,apn-video,14,active,Eskisehir
11112,9083,Gateway,apn-iot,11,active,Konya
11113,9072,Tracker,apn-m2m,13,active,Elazığ
11114,9091,Sensor,apn-video,15,active,Kayseri
11115,9009,POS,apn-m2m,12,blocked,Van
11116,9072,ATM,apn-video,15,active,Van
11117,9091,Tracker,apn-data,11,blocked,Konya
11118,9100,ATM,apn-video,14,blocked,Malatya
11119,9027,Sensor,apn-video,15,active,Kayseri
11120,9018,ATM,apn-m2m,11,active,Batman
11121,9043,SmartMeter,apn-iot,13,active,Gaziantep
11122,9031,ATM,apn-m2m,11,active,Diyarbakir
11123,9070,Sensor,apn-iot,13,active,Trabzon
11124,9015,Camera,apn-video,15,inactive,Malatya
11125,9084,Sensor,apn-data,12,active,Mersin
11126,9062,Camera,apn-video,15,active,Sivas
11127,9095,Tracker,apn-iot,11,blocked,Manisa
11128,9097,POS,apn-data,13,active,Adana
11129,9075,ATM,apn-m2m,11,active,Kahramanmaras
11130,9090,POS,apn-m2m,11,inactive,Konya
11131,9027,ATM,apn-iot,13,active,Batman
11132,9097,Tracker,apn-m2m,12,active,Adana
11133,9096,POS,apn-iot,11,active,Malatya
11134,9098,POS,apn-video,14,active,Urfa
11135,9029,Gateway,apn-m2m,11,active,Adana
11136,9042,POS,apn-video,14,active,Bursa
11137,9046,Gateway,apn-iot,13,active,Antalya
11138,9035,POS,apn-data,11,blocked,Konya
11139,9065,Camera,apn-video,14,inactive,Van
11140,9088,POS,apn-data,13,blocked,Malatya
11141,9055,SmartMeter,apn-iot,11,active,Urfa
11142,9036,ATM,apn-m2m,12,active,Kahramanmaras
11143,9007,Sensor,apn-m2m,11,active,Ankara
11144,9009,POS,apn-data,13,inactive,Sivas
11145,9048,Gateway,apn-m2m,12,active,Diyarbakir
11146,9045,Camera,apn-video,15,active,Kayseri
11147,9058,SmartMeter,apn-iot,11,inactive,Kayseri
11148,9063,Gateway,apn-data,12,active,Sivas
11149,9065,Gateway,apn-video,15,active,Bursa
11150,9068,POS,apn-data,13,active,Antalya
11151,9016,POS,apn-m2m,11,inactive,Istanbul
11152,9061,Gateway,apn-data,12,active,Kayseri
11153,9091,Gateway,apn-video,14,inactive,Diyarbakir
11154,9069,Sensor,apn-video,14,active,Kahramanmaras
11155,9087,Gateway,apn-m2m,12,active,Manisa
11156,9069,Sensor,apn-video,15,active,Kahramanmaras
11157,9038,ATM,apn-iot,12,active,Antalya
11158,9058,SmartMeter,apn-iot,12,active,Adana
11159,9080,SmartMeter,apn-iot,12,active,Van
11160,9048,Camera,apn-video,14,active,Diyarbakir
11161,9087,POS,apn-data,13,active,Elazığ
11162,9089,SmartMeter,apn-iot,13,active,Izmir
11163,9009,Gateway,apn-video,14,active,Izmir
11164,9025,Gateway,apn-m2m,13,active,Konya
11165,9059,ATM,apn-data,11,inactive,Istanbul
11166,9012,SmartMeter,apn-iot,11,active,Van
11167,9011,Gateway,apn-m2m,12,active,Eskisehir
11168,9051,Camera,apn-video,15,inactive,Istanbul
11169,9023,Sensor,apn-video,14,active,Trabzon
11170,9037,POS,apn-data,11,inactive,Gaziantep
11171,9010,ATM,apn-data,12,active,Malatya
11172,9014,ATM,apn-m2m,13,active,Bursa
11173,9022,POS,apn-data,11,active,Manisa
11174,9036,Sensor,apn-video,14,blocked,Van
11175,9015,ATM,apn-data,13,active,Elazığ
11176,9090,ATM,apn-m2m,13,active,Elazığ
11177,9019,Sensor,apn-iot,12,active,Urfa
11178,9064,Sensor,apn-m2m,11,active,Urfa
11179,9020,POS,apn-data,13,active,Sivas
11180,9027,SmartMeter,apn-iot,13,active,Istanbul
11181,9067,POS,apn-video,14,active,Kahramanmaras
11182,9081,ATM,apn-video,14,active,Adana
11183,9003,SmartMeter,apn-iot,13,active,Mersin
11184,9038,ATM,apn-iot,13,active,Erzurum
11185,9054,SmartMeter,apn-iot,13,active,Istanbul
11186,9088,Sensor,apn-video,15,active,Elazığ
11187,9070,Camera,apn-video,14,active,Kayseri
11188,9017,Gateway,apn-iot,12,blocked,Erzurum
11189,9061,Gateway,apn-data,13,active,Diyarbakir
11190,9045,Camera,apn-video,14,blocked,Urfa
11191,9054,Tracker,apn-iot,13,active,Bursa
11192,9057,Tracker,apn-iot,11,inactive,Urfa
11193,9095,Tracker,apn-data,11,active,Kayseri
11194,9083,SmartMeter,apn-iot,13,blocked,Urfa
11195,9003,SmartMeter,apn-iot,13,active,Elazığ
11196,9038,Gateway,apn-data,13,active,Antalya
11197,9025,Gateway,apn-m2m,13,inactive,Kahramanmaras
11198,9009,Tracker,apn-m2m,13,active,Elazığ
11199,9003,ATM,apn-video,15,active,Malatya
11200,9030,POS,apn-video,15,active,Trabzon
11201,9067,Camera,apn-video,14,active,Manisa
11202,9083,Gateway,apn-m2m,12,active,Ankara
11203,9043,Sensor,apn-data,11,blocked,Konya
11204,9053,Sensor,apn-video,14,blocked,Eskisehir
11205,9075,Gateway,apn-video,14,active,Sivas
11206,9044,POS,apn-video,14,blocked,Manisa
11207,9084,Gateway,apn-data,13,blocked,Konya
11208,9083,Sensor,apn-data,11,active,Sivas
11209,9042,SmartMeter,apn-iot,12,active,Kahramanmaras
11210,9063,Camera,apn-video,15,active,Izmir
11211,9076,SmartMeter,apn-iot,12,active,Van
11212,9086,POS,apn-data,12,active,Van
11213,9090,Tracker,apn-m2m,11,active,Van
11214,9068,SmartMeter,apn-iot,11,active,Bursa
11215,9071,ATM,apn-video,15,active,Erzurum
11216,9057,Tracker,apn-iot,11,active,Bursa
11217,9059,Sensor,apn-m2m,11,blocked,Manisa
11218,9039,POS,apn-data,12,inactive,Ankara
11219,9073,ATM,apn-data,11,blocked,Kahramanmaras
11220,9017,POS,apn-iot,12,active,Mersin
11221,9040,POS,apn-video,14,inactive,Sivas
11222,9022,SmartMeter,apn-iot,13,inactive,Eskisehir
11223,9034,Gateway,apn-m2m,12,active,Antalya
11224,9030,POS,apn-video,15,active,Malatya
11225,9062,Camera,apn-video,15,active,Manisa
11226,9048,SmartMeter,apn-iot,13,blocked,Batman
11227,9037,Camera,apn-video,14,active,Adana
11228,9099,SmartMeter,apn-iot,11,inactive,Kayseri
11229,9007,Sensor,apn-video,15,active,Elazığ
11230,9019,ATM,apn-iot,13,active,Bursa
11231,9046,Camera,apn-video,14,active,Sivas
11232,9037,Gateway,apn-data,12,active,Eskisehir
11233,9059,Camera,apn-video,14,active,Van
11234,9022,Sensor,apn-iot,13,active,Gaziantep
11235,9080,ATM,apn-data,13,active,Trabzon
11236,9021,Camera,apn-video,15,active,Urfa
11237,9092,Camera,apn-video,14,active,Van
11238,9069,Sensor,apn-iot,11,active,Urfa
11239,9037,Gateway,apn-iot,12,inactive,Trabzon
11240,9024,SmartMeter,apn-iot,11,active,Kayseri
11241,9023,ATM,apn-video,14,active,Bursa
11242,9091,Sensor,apn-m2m,12,active,Batman
11243,9089,SmartMeter,apn-iot,11,active,Adana
11244,9086,POS,apn-m2m,12,active,Bursa
11245,9020,Sensor,apn-data,11,active,Kayseri
11246,9021,POS,apn-m2m,13,active,Antalya
11247,9031,Sensor,apn-iot,12,inactive,Van
11248,9015,SmartMeter,apn-iot,11,active,Konya
11249,9006,ATM,apn-iot,13,active,Manisa
11250,9041,Camera,apn-video,15,active,Sivas
11251,9074,SmartMeter,apn-iot,12,active,Eskisehir
11252,9017,ATM,apn-iot,11,inactive,Diyarbakir
11253,9057,SmartMeter,apn-iot,13,inactive,Urfa
11254,9034,Sensor,apn-video,14,active,Izmir
11255,9048,Camera,apn-video,14,active,Adana
11256,9024,Gateway,apn-data,13,active,Erzurum
11257,9027,POS,apn-m2m,11,active,Adana
11258,9072,Tracker,apn-m2m,11,blocked,Batman
11259,9091,POS,apn-video,15,active,Diyarbakir
11260,9005,SmartMeter,apn-iot,13,active,Diyarbakir
11261,9086,Gateway,apn-video,15,blocked,Elazığ
11262,9041,SmartMeter,apn-iot,13,active,Elazığ
11263,9045,Sensor,apn-iot,12,active,Trabzon
11264,9019,Camera,apn-video,14,active,Manisa
11265,9048,SmartMeter,apn-iot,13,active,Antalya
11266,9058,Sensor,apn-iot,12,active,Bursa
11267,9070,POS,apn-video,14,active,Bursa
11268,9021,SmartMeter,apn-iot,11,blocked,Erzurum
11269,9069,ATM,apn-video,14,active,Izmir
11270,9039,POS,apn-video,15,active,Antalya
11271,9016,POS,apn-video,14,active,Eskisehir
11272,9004,ATM,apn-iot,12,active,Sivas
11273,9052,POS,apn-video,15,blocked,Izmir
11274,9064,POS,apn-data,12,active,Istanbul
11275,9099,Sensor,apn-video,14,inactive,Kahramanmaras
11276,9019,Gateway,apn-video,14,blocked,Manisa
11277,9059,Gateway,apn-m2m,11,inactive,Konya
11278,9041,Camera,apn-video,15,active,Ankara
11279,9020,SmartMeter,apn-iot,11,active,Gaziantep
11280,9001,Gateway,apn-m2m,12,active,Izmir
11281,9095,SmartMeter,apn-iot,13,active,Van
11282,9070,Camera,apn-video,14,active,Sivas
11283,9065,Gateway,apn-video,15,active,Malatya
11284,9043,POS,apn-iot,12,active,Malatya
11285,9083,Sensor,apn-iot,12,active,Urfa
11286,9091,ATM,apn-m2m,12,active,Bursa
11287,9038,Gateway,apn-m2m,12,active,Trabzon
11288,9061,Sensor,apn-iot,13,active,Diyarbakir
11289,9038,Camera,apn-video,14,active,Bursa
11290,9097,Sensor,apn-m2m,11,inactive,Sivas
11291,9074,Sensor,apn-video,15,inactive,Manisa
11292,9086,Tracker,apn-iot,12,active,Sivas
11293,9019,Sensor,apn-video,15,active,Istanbul
11294,9073,SmartMeter,apn-iot,11,active,Van
11295,9094,Camera,apn-video,14,active,Elazığ
11296,9057,Tracker,apn-video,15,active,Malatya
11297,9044,POS,apn-video,14,inactive,Erzurum
11298,9089,SmartMeter,apn-iot,12,active,Antalya
11299,9015,Gateway,apn-data,12,active,Mersin
11300,9094,Tracker,apn-m2m,12,active,Malatya
11301,9062,ATM,apn-video,14,active,Batman
11302,9006,Sensor,apn-data,11,inactive,Manisa
11303,9018,SmartMeter,apn-iot,12,active,Urfa
11304,9087,POS,apn-iot,11,active,Eskisehir
11305,9071,POS,apn-m2m,11,active,Sivas
11306,9015,Sensor,apn-iot,13,inactive,Eskisehir
11307,9040,ATM,apn-video,14,active,Trabzon
11308,9004,ATM,apn-video,14,inactive,Diyarbakir
11309,9052,Sensor,apn-m2m,13,inactive,Istanbul
11310,9080,Sensor,apn-data,11,active,Mersin
11311,9029,Tracker,apn-iot,11,active,Mersin
11312,9058,Tracker,apn-m2m,12,inactive,Antalya
11313,9046,POS,apn-m2m,12,active,Eskisehir
11314,9012,Tracker,apn-data,13,active,Malatya
11315,9042,Tracker,apn-data,11,active,Izmir
11316,9008,Tracker,apn-video,15,active,Antalya
11317,9078,Tracker,apn-iot,12,active,Trabzon
11318,9083,SmartMeter,apn-iot,13,inactive,Istanbul
11319,9025,Gateway,apn-m2m,12,active,Trabzon
11320,9075,Sensor,apn-m2m,12,active,Kahramanmaras
11321,9068,POS,apn-iot,11,active,Mersin
11322,9029,Tracker,apn-data,11,active,Trabzon
11323,9099,Camera,apn-video,15,active,Trabzon
11324,9036,SmartMeter,apn-iot,12,active,Gaziantep
11325,9026,POS,apn-m2m,11,active,Izmir
11326,9003,Gateway,apn-m2m,13,active,Erzurum
11327,9011,ATM,apn-m2m,12,active,Konya
11328,9069,Gateway,apn-m2m,12,active,Malatya
11329,9058,Gateway,apn-data,13,active,Adana
11330,9087,ATM,apn-iot,12,active,Konya
11331,9086,Sensor,apn-iot,12,active,Urfa
11332,9012,Camera,apn-video,14,active,Kahramanmaras
11333,9066,Tracker,apn-m2m,11,active,Kayseri
11334,9051,ATM,apn-m2m,12,active,Gaziantep
11335,9025,Camera,apn-video,14,active,Antalya
11336,9063,POS,apn-data,13,active,Mersin
11337,9041,Sensor,apn-video,14,active,Eskisehir
11338,9078,Gateway,apn-data,11,active,Urfa
11339,9078,ATM,apn-video,14,active,Diyarbakir
11340,9066,ATM,apn-iot,13,active,Kayseri
11341,9008,Sensor,apn-m2m,12,active,Elazığ
11342,9086,Camera,apn-video,15,active,Bursa
11343,9047,SmartMeter,apn-iot,11,active,Erzurum
11344,9051,SmartMeter,apn-iot,12,active,Urfa
11345,9019,SmartMeter,apn-iot,12,inactive,Mersin
11346,9092,Camera,apn-video,15,blocked,Malatya
11347,9055,SmartMeter,apn-iot,12,blocked,Eskisehir
11348,9048,POS,apn-video,15,active,Batman
11349,9050,SmartMeter,apn-iot,13,active,Malatya
11350,9048,SmartMeter,apn-iot,11,active,Erzurum
11351,9002,SmartMeter,apn-iot,11,inactive,Adana
11352,9037,SmartMeter,apn-iot,12,active,Diyarbakir
11353,9045,ATM,apn-data,12,active,Erzurum
11354,9045,Gateway,apn-data,12,active,Konya
11355,9040,SmartMeter,apn-iot,12,active,Gaziantep
11356,9058,POS,apn-data,12,active,Trabzon
11357,9072,ATM,apn-m2m,12,active,Van
11358,9012,POS,apn-data,13,blocked,Eskisehir
11359,9028,POS,apn-m2m,13,active,Diyarbakir
11360,9094,Camera,apn-video,14,inactive,Mersin
11361,9057,ATM,apn-video,15,inactive,Bursa
11362,9095,Sensor,apn-m2m,13,active,Gaziantep
11363,9054,SmartMeter,apn-iot,13,active,Adana
11364,9057,Tracker,apn-m2m,11,active,Adana
11365,9037,POS,apn-m2m,13,inactive,Ankara
11366,9021,Gateway,apn-data,13,active,Manisa
11367,9094,Tracker,apn-data,13,inactive,Izmir
11368,9055,Camera,apn-video,14,active,Kahramanmaras
11369,9094,Tracker,apn-m2m,12,active,Van
11370,9054,POS,apn-iot,11,blocked,Kayseri
11371,9018,POS,apn-video,15,active,Batman
11372,9076,ATM,apn-m2m,12,active,Konya
11373,9077,Camera,apn-video,15,active,Malatya
11374,9012,Sensor,apn-iot,13,inactive,Adana
11375,9019,POS,apn-data,11,active,Kahramanmaras
11376,9027,Gateway,apn-m2m,12,active,Diyarbakir
11377,9039,SmartMeter,apn-iot,12,active,Kahramanmaras
11378,9061,Gateway,apn-iot,11,active,Diyarbakir
11379,9068,SmartMeter,apn-iot,12,active,Kayseri
11380,9043,SmartMeter,apn-iot,12,active,Mersin
11381,9009,Camera,apn-video,15,inactive,Kayseri
11382,9076,POS,apn-data,13,active,Van
11383,9097,Sensor,apn-m2m,13,active,Van
11384,9049,Gateway,apn-data,13,active,Mersin
11385,9012,Gateway,apn-video,15,active,Konya
11386,9001,Tracker,apn-m2m,12,active,Eskisehir
11387,9053,SmartMeter,apn-iot,12,active,Van
11388,9082,ATM,apn-data,11,active,Kayseri
11389,9035,SmartMeter,apn-iot,12,blocked,Batman
11390,9054,Camera,apn-video,14,active,Bursa
11391,9023,Gateway,apn-m2m,13,active,Sivas
11392,9072,POS,apn-video,15,blocked,Elazığ
11393,9060,SmartMeter,apn-iot,12,inactive,Batman
11394,9091,ATM,apn-m2m,12,blocked,Mersin
11395,9073,SmartMeter,apn-iot,12,blocked,Diyarbakir
11396,9097,ATM,apn-m2m,11,active,Erzurum
11397,9018,Sensor,apn-data,11,inactive,Erzurum
11398,9026,Gateway,apn-video,15,active,Kayseri
11399,9024,POS,apn-data,13,blocked,Elazığ
11400,9049,Camera,apn-video,15,active,Adana
11401,9038,POS,apn-iot,12,inactive,Mersin
11402,9071,SmartMeter,apn-iot,12,active,Kahramanmaras
11403,9063,ATM,apn-video,15,active,Gaziantep
11404,9006,Tracker,apn-data,13,active,Konya
